sentiment,headline,processed_text
neutral,"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .","It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimate of $ 8.67 billion ."
positive,It is in line with its plans to focus on selected growth segments and streamline corporate structure .,It is in line with it plan to focus on selected growth segment and streamline corporate structure .
positive,"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .","It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimate of $ 2.19 billion ."
positive,It will also strengthen Ruukki 's offshore business .,It will also strengthen Ruukki 's offshore business .
positive,It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,It will combine and renew the content and functionality of the current system for funding and online service a well a their maintenance .
positive,"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .","Jens Schulte-Bockum , Vodafone 's global director of terminal , said the company expects to sell one to two million of the Vodafone 125 and 225 model in the first year of launch , and potentially ten of million over the lifetime of the device ."
positive,"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .","Juha Jordan , chief engineer at Glaston , said one of the reason for choosing Vacon a a global AC drive supplier is that it ha service and support centre in the same country where Glaston operates ."
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .","Kai Tulonen , Chief Technology Officer , SysOpen Digia say : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunication industry ."
neutral,"Kemira will supply the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden .","Kemira will supply the additional volume of iron coagulant from the company 's plant at Helsingborg , Sweden ."
positive,"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .","Last month , Outokumpu sold more than 80 percent of it technology unit , Outokumpu Technology Oyj , to further it strategic goal of becoming the world 's largest stainless steel maker ."
positive,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .","Last week , the Finnish metal and technology group announced plan to sell more than 80 percent of it technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker ."
positive,"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .","MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office ha granted a trademark registration for the color orange on it iconic scissor handle ."
positive,"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .","MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemical group Kemira ( HEL : KRA1V ) on Tuesday announced it ha inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) ."
neutral,"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .","Metso will provide a recovery boiler with a capacity of 6,800 tonne of dry solid per day and an evaporation plant with six thermal stage and a capacity of 1,600 tonne per hour ."
positive,Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,Metso will supply the equipment for two process line at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploit Tapuli and Sahavaara iron ore deposit .
positive,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,M-real 's sale are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .
positive,"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .","NAVTEQ ha a commanding lead in installed map data system in North American vehicle and may be the leader in turn-by-turn navigation data offered by service such a OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. ."
positive,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago ."
positive,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .","Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier ."
neutral,Net profit in the period in 2009 was ( EURO ) 29 million .,Net profit in the period in 2009 wa ( EURO ) 29 million .
neutral,Net profit in the same period in 2006 was 36.6 million euros .,Net profit in the same period in 2006 wa 36.6 million euro .
neutral,Net profit in the same period in 2006 was (  x20ac ) 172 million .,Net profit in the same period in 2006 wa ( x20ac ) 172 million .
positive,Net profit was 35.5 mln compared with 29.8 mln .,Net profit wa 35.5 mln compared with 29.8 mln .
neutral,Net sales are expected to remain on the same level as in 2007 .,Net sale are expected to remain on the same level a in 2007 .
neutral,"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .","Net sale by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group company employed a total of 40 people ."
neutral,Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,Net sale in 2006 totaled EUR 302 million and the operating margin wa 16 % .
positive,Net sales in 2007 are expected to be 10 % up on 2006 .,Net sale in 2007 are expected to be 10 % up on 2006 .
neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .,Net sale in 2007 totalled EUR 329 million and the operating margin wa over 19 % .
neutral,Net sales in 2008 are expected to be on the same level as in 2007 .,Net sale in 2008 are expected to be on the same level a in 2007 .
neutral,Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,Net sale of the Lehdentekijat unit wa approximately EUR 14 million in 2007 and it had 70 employee .
positive,"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .","Nokia bought Chicago-based Navteq in 2008 , acquiring a map database to compete with Google s map a well a with navigation device company such a TomTom NV and Garmin Ltd. ."
neutral,Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,Nokia Corp of Finland Tuesday said it ha received a unified device managment contract with Finnish operator Elisa Oyj .
neutral,Nokia has enough users to do just as well .,Nokia ha enough user to do just a well .
neutral,"Of this , EUR 38.8 mn was net interest income .","Of this , EUR 38.8 mn wa net interest income ."
neutral,"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .","OMEO ( www.omeo.se ) employ 55 and expects net sale of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 ."
positive,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .","Operating loss wa EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 ."
neutral,Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .,Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sale of EUR3 .62 bn .
neutral,Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,Operating profit totaled EUR 18.6 mn or 8.3 % of net sale .
positive,"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .","Operating profit wa EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 ."
positive,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .","Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 ."
